Base,Romanized,Yiddish,Gloss,Definition
hubl,hublstu,הובלסטו,V.2.SG,"plane; smooth with a plane"
hubl,gehublts,געהובלטס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"plane; smooth with a plane"
hubl,hublendik,הובלענדיק,V.PRES.PTCP,"plane; smooth with a plane"
hubl,hublt,הובלט,V.3.SG V.2.PL,"plane; smooth with a plane"
hubl,hublst,הובלסט,V.2.SG,"plane; smooth with a plane"
hubl,hublen,הובלען,NOUN.PL V.INF V.1.PL V.3.PL,"plane (tool); plane; smooth with a plane"
hubl,gehublt,געהובלט,PART,"plane; smooth with a plane"
hubl,gehublte,געהובלטע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"plane; smooth with a plane"
hubl,hublendiker,הובלענדיקער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"plane; smooth with a plane"
hubl,gehubltn,געהובלטן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"plane; smooth with a plane"
hubl,gehublter,געהובלטער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"plane; smooth with a plane"
hublekhts,hublekhts,הובלעכץ,NOUN.NEUT,"wood shavings"
hublekhts,hublekhtsn,הובלעכצן,NOUN.PL,"wood shavings"
hubleve,ophublevendike,אָפּהובלעװענדיקע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"plane; smooth with a plane"
hubleve,avekgehublevets,אַװעקגעהובלעװעטס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"plane; smooth with a plane"
hubleve,gehubleveter,געהובלעװעטער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"plane; smooth with a plane"
hubleve,oysgehublevet,אױסגעהובלעװעט,UNK1,"plane; smooth with a plane"
hubleve,ophublevendiks,אָפּהובלעװענדיקס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"plane; smooth with a plane"
hubleve,avektsuhubleven,אַװעקצוהובלעװען,V.INF,"plane; smooth with a plane"
hubleve,hublevendiks,הובלעװענדיקס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"plane; smooth with a plane"
hubleve,opgehublevetn,אָפּגעהובלעװעטן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"plane; smooth with a plane"
hubleve,opgehublevete,אָפּגעהובלעװעטע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"plane; smooth with a plane"
hubleve,avekgehubleveter,אַװעקגעהובלעװעטער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"plane; smooth with a plane"
hubleve,hublevestu,הובלעװעסטו,V.2.SG,"plane; smooth with a plane"
hubleve,gehublevetn,געהובלעװעטן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"plane; smooth with a plane"
hubleve,opgehublevets,אָפּגעהובלעװעטס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"plane; smooth with a plane"
hubleve,oyshubleven,אױסהובלעװען,V.INF,"plane; smooth with a plane"
hubleve,oyshublevendik,אױשובלעװענדיק,PRES.PTCP,"plane; smooth with a plane"
hubleve,ophubleven,אָפּהובלעװען,V.INF,"plane; smooth with a plane"
hubleve,oyshublevendikn,אױשובלעװענדיקן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"plane; smooth with a plane"
hubleve,avekgehublevete,אַװעקגעהובלעװעטע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"plane; smooth with a plane"
hubleve,avekhublevendiker,אַװעכובלעװענדיקער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"plane; smooth with a plane"
hubleve,opgehubleveter,אָפּגעהובלעװעטער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"plane; smooth with a plane"
hubleve,hublevendike,הובלעװענדיקע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"plane; smooth with a plane"
hubleve,oysgehublevetn,אױסגעהובלעװעטן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"plane; smooth with a plane"
hubleve,oysgehubleveter,אױסגעהובלעװעטער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"plane; smooth with a plane"
hubleve,oystsuhubleven,אױסצוהובלעװען,V.INF,"plane; smooth with a plane"
hubleve,hublevendik,הובלעװענדיק,V.PRES.PTCP,"plane; smooth with a plane"
hubleve,oyshublevendiks,אױשובלעװענדיקס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"plane; smooth with a plane"
hubleve,avekhubleven,אַװעקהובלעװען,V.INF,"plane; smooth with a plane"
hubleve,optsuhubleven,אָפּצוהובלעװען,V.INF,"plane; smooth with a plane"
hubleve,hublevendiker,הובלעװענדיקער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"plane; smooth with a plane"
hubleve,oysgehublevets,אױסגעהובלעװעטס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"plane; smooth with a plane"
hubleve,gehublevete,געהובלעװעטע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"plane; smooth with a plane"
hubleve,ophublevendik,אָפּהובלעװענדיק,PRES.PTCP,"plane; smooth with a plane"
hubleve,avekhublevendiks,אַװעכובלעװענדיקס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"plane; smooth with a plane"
hubleve,avekhublevendike,אַװעכובלעװענדיקע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"plane; smooth with a plane"
hubleve,hubleven,הובלעװען,V.INF V.1.PL V.3.PL,"plane; smooth with a plane"
hubleve,oyshublevendiker,אױשובלעװענדיקער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"plane; smooth with a plane"
hubleve,oysgehublevete,אױסגעהובלעװעטע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"plane; smooth with a plane"
hubleve,hublevest,הובלעװעסט,V.2.SG,"plane; smooth with a plane"
hubleve,hublevet,הובלעװעט,V.3.SG V.2.PL,"plane; smooth with a plane"
hubleve,ophublevendiker,אָפּהובלעװענדיקער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"plane; smooth with a plane"
hubleve,ophublevendikn,אָפּהובלעװענדיקן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"plane; smooth with a plane"
hubleve,hublevendikn,הובלעװענדיקן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"plane; smooth with a plane"
hubleve,oyshublevendike,אױשובלעװענדיקע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"plane; smooth with a plane"
hubleve,avekgehublevetn,אַװעקגעהובלעװעטן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"plane; smooth with a plane"
hubleve,opgehublevet,אָפּגעהובלעװעט,UNK1,"plane; smooth with a plane"
hubleve,avekgehublevet,אַװעקגעהובלעװעט,UNK1,"plane; smooth with a plane"
hubleve,avekhublevendik,אַװעכובלעװענדיק,PRES.PTCP,"plane; smooth with a plane"
hubleve,gehublevets,געהובלעװעטס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"plane; smooth with a plane"
hubleve,gehublevet,געהובלעװעט,PART,"plane; smooth with a plane"
hubleve,avekhublevendikn,אַװעכובלעװענדיקן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"plane; smooth with a plane"
hublinke,hublinkes,הובלינקעס,NOUN.PL,"wood shavings"
hublinke,hublinke,הובלינקע,NOUN,"wood shavings"
hudye,oysgehudyets,אױסגעהודיעטס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"buzz, hum (like machinery)"
hudye,oyshudyendiker,אױשודיענדיקער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"buzz, hum (like machinery)"
hudye,hudyendiker,הודיענדיקער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"buzz, hum (like machinery)"
hudye,hudyestu,הודיעסטו,V.2.SG,"buzz, hum (like machinery)"
hudye,oyshudyendiks,אױשודיענדיקס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"buzz, hum (like machinery)"
hudye,oyshudyendikn,אױשודיענדיקן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"buzz, hum (like machinery)"
hudye,oyshudyendike,אױשודיענדיקע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"buzz, hum (like machinery)"
hudye,gehudyetn,געהודיעטן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"buzz, hum (like machinery)"
hudye,oysgehudyete,אױסגעהודיעטע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"buzz, hum (like machinery)"
hudye,hudyen,הודיען,V.INF V.1.PL V.3.PL,"buzz, hum (like machinery)"
hudye,oyshudyen,אױסהודיען,V.INF,"buzz, hum (like machinery)"
hudye,hudyendik,הודיענדיק,V.PRES.PTCP,"buzz, hum (like machinery)"
hudye,oysgehudyet,אױסגעהודיעט,UNK1,"buzz, hum (like machinery)"
hudye,oyshudyendik,אױשודיענדיק,PRES.PTCP,"buzz, hum (like machinery)"
hudye,hudyet,הודיעט,V.3.SG V.2.PL,"buzz, hum (like machinery)"
hudye,hudyendike,הודיענדיקע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"buzz, hum (like machinery)"
hudye,oysgehudyeter,אױסגעהודיעטער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"buzz, hum (like machinery)"
hudye,oystsuhudyen,אױסצוהודיען,V.INF,"buzz, hum (like machinery)"
hudye,gehudyet,געהודיעט,PART,"buzz, hum (like machinery)"
hudye,hudyest,הודיעסט,V.2.SG,"buzz, hum (like machinery)"
hudye,hudyendiks,הודיענדיקס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"buzz, hum (like machinery)"
hudye,oysgehudyetn,אױסגעהודיעטן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"buzz, hum (like machinery)"
hudye,hudyendikn,הודיענדיקן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"buzz, hum (like machinery)"
hudye,gehudyete,געהודיעטע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"buzz, hum (like machinery)"
hudye,gehudyets,געהודיעטס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"buzz, hum (like machinery)"
hudye,gehudyeter,געהודיעטער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"buzz, hum (like machinery)"
hudzhe,gehudzhet,געהודזשעט,PART,"buzz, hum (like machinery)"
hudzhe,hudzhendikn,הודזשענדיקן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"buzz, hum (like machinery)"
hudzhe,hudzhest,הודזשעסט,V.2.SG,"buzz, hum (like machinery)"
hudzhe,gehudzheter,געהודזשעטער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"buzz, hum (like machinery)"
hudzhe,hudzhendiker,הודזשענדיקער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"buzz, hum (like machinery)"
hudzhe,gehudzhets,געהודזשעטס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"buzz, hum (like machinery)"
hudzhe,gehudzhetn,געהודזשעטן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"buzz, hum (like machinery)"
hudzhe,hudzhestu,הודזשעסטו,V.2.SG,"buzz, hum (like machinery)"
hudzhe,hudzhendik,הודזשענדיק,V.PRES.PTCP,"buzz, hum (like machinery)"
hudzhe,hudzhen,הודזשען,V.INF V.1.PL V.3.PL,"buzz, hum (like machinery)"
hudzhe,hudzhendiks,הודזשענדיקס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"buzz, hum (like machinery)"
hudzhe,gehudzhete,געהודזשעטע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"buzz, hum (like machinery)"
hudzhe,hudzhet,הודזשעט,V.3.SG V.2.PL,"buzz, hum (like machinery)"
hudzhe,hudzhendike,הודזשענדיקע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"buzz, hum (like machinery)"
huk,huk,הוק,NOUN.MASC,"din; whoop, shout"
huke,gehuketn,געהוקעטן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"whoop; knock"
huke,gehuketer,געהוקעטער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"whoop; knock"
huke,huken,הוקען,V.INF V.1.PL V.3.PL,"whoop; knock"
huke,hukestu,הוקעסטו,V.2.SG,"whoop; knock"
huke,gehukete,געהוקעטע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"whoop; knock"
huke,huke,הוקע,NOUN,"din; whoop, shout"
huke,hukendiker,הוקענדיקער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"whoop; knock"
huke,gehuket,געהוקעט,PART,"whoop; knock"
huke,hukendiks,הוקענדיקס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"whoop; knock"
huke,hukendike,הוקענדיקע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"whoop; knock"
huke,hukendik,הוקענדיק,V.PRES.PTCP,"whoop; knock"
huke,gehukets,געהוקעטס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"whoop; knock"
huke,hukes,הוקעס,NOUN.PL,"din; whoop, shout"
huke,hukest,הוקעסט,V.2.SG,"whoop; knock"
huke,huket,הוקעט,V.3.SG V.2.PL,"whoop; knock"
huke,hukendikn,הוקענדיקן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"whoop; knock"
hultay,hultayes,הולטײַעס,NOUN.PL,"scoundrel; libertine"
hultay,hultay,הולטײַ,NOUN.MASC,"scoundrel; libertine"
hultay,hultayen,הולטײַען,NOUN.PL,"scoundrel; libertine"
hultayke,hultayke,הולטײַקע,NOUN,"scoundrel; libertine"
hultayke,hultaykes,הולטײַקעס,NOUN.PL,"scoundrel; libertine"
hulyak,hulyakes,הוליאַקעס,NOUN.PL,"partygoer"
hulyak,hulyak,הוליאַק,NOUN.FEM,"partygoer"
hulyake,hulyake,הוליאַקע,NOUN.FEM,"partygoer"
hulyanke,hulyankes,הוליאַנקעס,?.PL,"party"
hulye,ongehulyeter,אָנגעהוליעטער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"have fun, carouse, party"
hulye,hulyen,הוליען,V.INF V.1.PL V.3.PL,"have fun, carouse, party"
hulye,onhulyendiks,אָנהוליענדיקס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"have fun, carouse, party"
hulye,hulyendik,הוליענדיק,V.PRES.PTCP,"have fun, carouse, party"
hulye,ongehulyetn,אָנגעהוליעטן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"have fun, carouse, party"
hulye,gehulyetn,געהוליעטן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"have fun, carouse, party"
hulye,hulyendiker,הוליענדיקער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"have fun, carouse, party"
hulye,onhulyendike,אָנהוליענדיקע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"have fun, carouse, party"
hulye,hulyestu,הוליעסטו,V.2.SG,"have fun, carouse, party"
hulye,onhulyendik,אָנהוליענדיק,PRES.PTCP,"have fun, carouse, party"
hulye,onhulyendiker,אָנהוליענדיקער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"have fun, carouse, party"
hulye,ongehulyete,אָנגעהוליעטע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"have fun, carouse, party"
hulye,hulyest,הוליעסט,V.2.SG,"have fun, carouse, party"
hulye,onhulyen,אָנהוליען,V.INF,"have fun, carouse, party"
hulye,hulyendiks,הוליענדיקס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"have fun, carouse, party"
hulye,hulyendikn,הוליענדיקן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"have fun, carouse, party"
hulye,onhulyendikn,אָנהוליענדיקן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"have fun, carouse, party"
hulye,gehulyet,געהוליעט,PART,"have fun, carouse, party"
hulye,ontsuhulyen,אָנצוהוליען,V.INF,"have fun, carouse, party"
hulye,ongehulyets,אָנגעהוליעטס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"have fun, carouse, party"
hulye,gehulyeter,געהוליעטער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"have fun, carouse, party"
hulye,hulyet,הוליעט,V.3.SG V.2.PL,"have fun, carouse, party"
hulye,hulyendike,הוליענדיקע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"have fun, carouse, party"
hulye,ongehulyet,אָנגעהוליעט,UNK1,"have fun, carouse, party"
hulye,gehulyete,געהוליעטע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"have fun, carouse, party"
hulye,gehulyets,געהוליעטס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"have fun, carouse, party"
hulyeve,hulyeven,הוליעװען,V.INF V.1.PL V.3.PL,"have fun, carouse, party"
hulyeve,gehulyevets,געהוליעװעטס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"have fun, carouse, party"
hulyeve,hulyevest,הוליעװעסט,V.2.SG,"have fun, carouse, party"
hulyeve,gehulyevet,געהוליעװעט,PART,"have fun, carouse, party"
hulyeve,tsugehulyeveter,צוגעהוליעװעטער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"have fun, carouse, party"
hulyeve,hulyevendiker,הוליעװענדיקער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"have fun, carouse, party"
hulyeve,tsutsuhulyeven,צוצוהוליעװען,V.INF,"have fun, carouse, party"
hulyeve,tsugehulyevetn,צוגעהוליעװעטן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"have fun, carouse, party"
hulyeve,hulyevendik,הוליעװענדיק,V.PRES.PTCP,"have fun, carouse, party"
hulyeve,gehulyevete,געהוליעװעטע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"have fun, carouse, party"
hulyeve,tsuhulyevendik,צוהוליעװענדיק,PRES.PTCP,"have fun, carouse, party"
hulyeve,tsuhulyevendikn,צוהוליעװענדיקן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"have fun, carouse, party"
hulyeve,tsugehulyevet,צוגעהוליעװעט,UNK1,"have fun, carouse, party"
hulyeve,tsuhulyeven,צוהוליעװען,V.INF,"have fun, carouse, party"
hulyeve,hulyevendikn,הוליעװענדיקן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"have fun, carouse, party"
hulyeve,hulyevet,הוליעװעט,V.3.SG V.2.PL,"have fun, carouse, party"
hulyeve,hulyevendiks,הוליעװענדיקס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"have fun, carouse, party"
hulyeve,hulyevestu,הוליעװעסטו,V.2.SG,"have fun, carouse, party"
hulyeve,tsuhulyevendiks,צוהוליעװענדיקס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"have fun, carouse, party"
hulyeve,gehulyevetn,געהוליעװעטן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"have fun, carouse, party"
hulyeve,tsuhulyevendiker,צוהוליעװענדיקער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"have fun, carouse, party"
hulyeve,tsuhulyevendike,צוהוליעװענדיקע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"have fun, carouse, party"
hulyeve,hulyevendike,הוליעװענדיקע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"have fun, carouse, party"
hulyeve,gehulyeveter,געהוליעװעטער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"have fun, carouse, party"
hulyeve,tsugehulyevete,צוגעהוליעװעטע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"have fun, carouse, party"
hulyeve,tsugehulyevets,צוגעהוליעװעטס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"have fun, carouse, party"
human,human,הומאַן,ADJ.PRED.SG ADJ.NEUT.NOM/ACC.INDF.SG,"compassionate, humane"
human,humanem,הומאַנעם,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"compassionate, humane"
human,humans,הומאַנס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"compassionate, humane"
human,humane,הומאַנע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"compassionate, humane"
human,humaner,הומאַנער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"compassionate, humane"
humanist,humanistishes,הומאַניסטישעס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"humanistic"
humanist,humanistishn,הומאַניסטישן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"humanistic"
humanist,humanist,הומאַניסט,NOUN.MASC,"humanist"
humanist,humanistisher,הומאַניסטישער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"humanistic"
humanist,humanistish,הומאַניסטיש,ADJ,"humanistic"
humanist,humanistishe,הומאַניסטישע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"humanistic"
humanistik,humanistik,הומאַניסטיק,NOUN.FEM,"humanities (subject)"
humanitar,humanitarer,הומאַניטאַרער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"humanitarian; relating to humans"
humanitar,humanitar,הומאַניטאַר,ADJ.PRED.SG ADJ.NEUT.NOM/ACC.INDF.SG,"humanitarian; relating to humans"
humanitar,humanitare,הומאַניטאַרע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"humanitarian; relating to humans"
humanitar,humanitarn,הומאַניטאַרן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"humanitarian; relating to humans"
humanitar,humanitars,הומאַניטאַרס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"humanitarian; relating to humans"
humor,humor,הומאָר,NOUN.MASC,"humor"
humor,humorn,הומאָרן,NOUN.PL,"humor"
humoreske,humoreske,הומאָרעסקע,NOUN.FEM,"humoresque"
humoreske,humoreskes,הומאָרעסקעס,NOUN.FEM.PL,"humoresque"
humorist,humoristishes,הומאָריסטישעס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"humorous"
humorist,humoristishn,הומאָריסטישן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"humorous"
humorist,humorist,הומאָריסט,NOUN.MASC,"humorist"
humorist,humoristish,הומאָריסטיש,ADJ,"humorous"
humorist,humoristisher,הומאָריסטישער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"humorous"
humorist,humoristishe,הומאָריסטישע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"humorous"
humorist,humoristn,הומאָריסטן,NOUN.PL,"humorist"
hun,hun,הון,NOUN.FEM,"hen (female bird, Gallus gallus)"
hun,hindelekh,הינדעלעך,NOUN.DIM.PL,"chick"
hun,hiner,הינער,NOUN.PL,"hen (female bird, Gallus gallus)"
hun,hindlekh,הינדלעך,NOUN.DIM.PL,"chick"
hun,hindele,הינדעלע,NOUN.DIM.SG,"chick"
hun,hindl,הינדל,NOUN.DIM.SG,"chick"
hundert,hundertste,הונדערצטע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"hundred"
hundert,hundertstn,הונדערצטן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"hundred"
hundert,hunderts,הונדערטס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"hundred"
hundert,hundertster,הונדערצטער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"hundred"
hundert,hundert,הונדערט,NUM ADJ.PRED.SG ADJ.NEUT.NOM/ACC.INDF.SG,"hundred"
hundert,hunderte,הונדערטע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"hundred"
hundert,hundertn,הונדערטן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"hundred"
hundert,hundertst,הונדערטסט,ADJ,"hundred"
hunderter,hunderters,הונדערטערס,NOUN.MASC.PL,"100-dollar/ruble bill"
hunderter,hunderter,הונדערטער,NOUN.MASC,"hundred; 100-dollar/ruble bill"
hundertfakh,hundertfakher,הונדערטפֿאַכער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"hundred-fold"
hundertfakh,hundertfakh,הונדערטפֿאַך,ADJ.PRED.SG ADJ.NEUT.NOM/ACC.INDF.SG,"hundred-fold"
hundertfakh,hundertfakhn,הונדערטפֿאַכן,ADJ.MASC.ACC.SG ADJ.MASC.DAT.SG ADJ.NEUT.DAT.SG,"hundred-fold"
hundertfakh,hundertfakhs,הונדערטפֿאַכס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"hundred-fold"
hundertfakh,hundertfakhe,הונדערטפֿאַכע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"hundred-fold"
hunger,hungeriks,הונגעריקס,ADJ.NEUT.NOM.SG ADJ.NEUT.ACC.SG,"hungry"
hunger,hungerike,הונגעריקע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"hungry"
hunger,hungeriker,הונגעריקער,ADJ.MASC.NOM.SG ADJ.FEM.DAT.SG,"hungry"
hunger,untergehungerte,אונטערגעהונגערטע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"hunger; starve"
hunger,hungerndike,הונגערנדיקע,ADJ.FEM.NOM.SG ADJ.NEUT.NOM/ACC.DEF.SG ADJ.PL,"hunger; starve"
hunger,tsuhungern,צוהונגערן,V.INF,"hunger; starve"
